artist_index,artist_id,artist_name,track_id,vocal_segments
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRCKBWA128F92D99C6,"[3.0, 4.5, 6.0, 7.5, 13.5, 15.0, 19.5, 24.0, 25.5, 27.0]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRMLBVM128F92D79BF,"[16.5, 18.0, 19.5, 21.0, 22.5, 25.5, 27.0, 28.5, 30.0, 36.0]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRBIENP128F92D99D9,"[12.0, 13.5, 15.0, 18.0, 19.5, 24.0, 25.5, 27.0, 28.5, 36.0]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRMFZEL128F92DEA4D,"[19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TREZGFF128F933E15A,"[3.0, 4.5, 6.0, 10.5, 12.0, 13.5, 15.0, 16.5, 18.0, 19.5]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRYAPSL128F92DEA29,"[6.0, 7.5, 15.0, 16.5, 18.0, 22.5, 24.0, 25.5, 34.5, 40.5]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRHSQIU128F9328DF5,"[7.5, 9.0, 12.0, 18.0, 19.5, 21.0, 31.5, 36.0, 45.0, 49.5]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRDABPQ128F92DEA1D,"[25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5, 36.0, 37.5, 39.0]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TRRJWXT128F92D99DC,"[3.0, 30.0, 31.5, 36.0, 45.0, 46.5, 48.0, 49.5, 51.0, 52.5]"
0,ARMIUYR11F4C84506F,"West End Orchestra & Singers
",TROCCJY128F92D99DB,"[10.5, 12.0, 13.5, 15.0, 16.5, 18.0, 19.5, 21.0, 22.5, 39.0]"
