artist_index,artist_id,artist_name,track_id,vocal_segments
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRZBOPE128F146E86C,"[15.0, 16.5, 18.0, 19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRNRYQF128F146E84F,"[19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRIPYNW128F146E860,"[18.0, 19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRXYNDN128F146E84C,"[21.0, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5, 36.0, 37.5, 39.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRXKIWC128F931B5CB,"[7.5, 9.0, 10.5, 12.0, 15.0, 16.5, 18.0, 19.5, 24.0, 25.5]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRTAVQM128F146E86D,"[33.0, 34.5, 36.0, 37.5, 39.0, 40.5, 42.0, 43.5, 46.5, 48.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRYFNDD128F146E85B,"[18.0, 19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 33.0, 34.5, 36.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRZPUET128F146E857,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 34.5, 36.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRKMOZD128F146E853,"[18.0, 19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 30.0, 31.5, 33.0]"
0,ARKEYYW1187FB563EF,"Bobby Taylor
",TRDZRCG128F146E86B,"[19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0]"
